hour,0
0,0.22654117931830045
1,0.1555581241590312
2,0.12186636826863284
3,0.13074564268011543
4,0.2038566030070695
5,0.44902269970739894
6,0.8506613850400452
7,1.301599071556256
8,1.5811597143904705
9,1.488190540801429
10,1.5415918406213553
11,1.608568794709532
12,1.5889623666289285
13,1.5531261650194133
14,1.5862837926049236
15,1.6721834389996069
16,1.7575331254559676
17,1.7209825663966052
18,1.4615031039958495
19,1.030787303121979
20,0.6772838095662091
21,0.519935616705939
22,0.4403315510617511
23,0.3317251961831907
